Channel,Message ID,Sender User ID,Sender Username,Message DateTime (UTC),Text,Message Type,Is Forward,Origin Username,Geo-location,Hashtags,URLs Shared,Reactions,Message URL,Views,Forwards,Replies
unity_of_fields,1052,unity_of_fields,unity_of_fields,2024-12-12 03:09:56,"📹 Events in #Syria product of a joint US-Israeli plot

📲 [KHAMENEI.IR](http://english.khamenei.ir/) | [𝕏 (Official)](http://x.com/khamenei_ir) | [𝕏 (Website)](http://x.com/khamenei_m) | [Youtube](http://youtube.com/@ayatollah.khamenei)

✅ @Khamenei_en",MessageMediaDocument,True,Khamenei_en,None,['#Syria'],"['http://english.khamenei.ir/)', 'http://x.com/khamenei_ir)', 'http://x.com/khamenei_m)', 'http://youtube.com/@ayatollah.khamenei)']",58,https://t.me/unity_of_fields/1052,2368.0,6.0,No Replies
unity_of_fields,1051,unity_of_fields,unity_of_fields,2024-12-09 05:07:00,,MessageMediaPhoto,True,cuadencampment,None,[],[],0,https://t.me/unity_of_fields/1051,3758.0,5.0,No Replies
unity_of_fields,1050,unity_of_fields,unity_of_fields,2024-12-09 05:06:59,,MessageMediaPhoto,True,cuadencampment,None,[],[],0,https://t.me/unity_of_fields/1050,3942.0,5.0,No Replies
unity_of_fields,1049,unity_of_fields,unity_of_fields,2024-12-09 05:06:59,,MessageMediaPhoto,True,cuadencampment,None,[],[],0,https://t.me/unity_of_fields/1049,3965.0,5.0,No Replies
unity_of_fields,1048,unity_of_fields,unity_of_fields,2024-12-09 05:06:59,,MessageMediaPhoto,True,cuadencampment,None,[],[],0,https://t.me/unity_of_fields/1048,3666.0,5.0,No Replies
unity_of_fields,1047,unity_of_fields,unity_of_fields,2024-12-09 05:06:59,,MessageMediaPhoto,True,cuadencampment,None,[],[],0,https://t.me/unity_of_fields/1047,3620.0,5.0,No Replies
unity_of_fields,1046,unity_of_fields,unity_of_fields,2024-12-09 05:06:59,"🚨BREAKING: BARNARD COLLEGE TO STOP-AND-FRISK PRO-PALESTINIAN PROTESTORS. 

NYC — ALL OUT FOR PALESTINE!! Barnard College is more weak and afraid than ever! It’s brutal repression tells us that we hit them where it hurts — the trustees (Francine LeFrak, Cheryl Milstein, and Diana Vagelos) are running this genocidal machine while administrators sign off on the genocide of over 200,000 Palestinians. But where they are weak, we are strong! We must find strength in the face of this brutality from the Palestinian people — we must remain committed and steadfast to Palestinian liberation. 

SEE YOU THERE, 2PM @ 116TH/BROADWAY

MASK MANDATORY, WEAR KEFFIYEH, BRING NOISEMAKERS 🥁🥁🥁, COME WITH FRIENDS 🔥🔥🔥",MessageMediaPhoto,True,cuadencampment,None,[],[],115,https://t.me/unity_of_fields/1046,3519.0,6.0,No Replies
unity_of_fields,1045,unity_of_fields,unity_of_fields,2024-12-08 23:32:29,"The fall of the Assad government in Syria is a step toward advancing the ""Greater Israel"" project. 

The only beneficiary is “Israel,” as evidenced by Netanyahu celebrating, calling it a ""historic day"" and crediting IOF aggression against Iran and Hezbollah for Assad's downfall.",MessageMediaPhoto,True,bxantiwar,None,[],[],164,https://t.me/unity_of_fields/1045,3516.0,16.0,No Replies
unity_of_fields,1044,unity_of_fields,unity_of_fields,2024-12-06 17:26:51,"SUBMISSION 🚨

Anonymous actionists from Sarah Lawrence College wrote a report back from their experiments in escalation on campus last month. 

“TO ESCALATE REQUIRES EDUCATION!”

Read the whole zine here:

https://unityoffields.net/if-we-can-do-it-here-strategy-for-escalating-at-a-counterinsurgent-college/",MessageMediaPhoto,False,Not Available,None,[],['https://unityoffields.net/if-we-can-do-it-here-strategy-for-escalating-at-a-counterinsurgent-college/'],104,https://t.me/unity_of_fields/1044,3759.0,10.0,No Replies
unity_of_fields,1043,unity_of_fields,unity_of_fields,2024-12-05 18:29:13,"الروابط التي تجمع لبنان وفلسطين كثيرة منذ مئات السنين، وأهمّها حالة العداء لكيان الاحتلال.



لمشاهدة الحلقة كاملة على قناتنا على يوتيوب 👇🏻



https://youtu.be/Pzlqdhc-WaE



#حسن_عليق 

#جوا_الصندوق",MessageMediaDocument,True,Jowasandou2,None,"['#حسن_عليق', '#جوا_الصندوق']",['https://youtu.be/Pzlqdhc-WaE'],45,https://t.me/unity_of_fields/1043,3443.0,2.0,No Replies
unity_of_fields,1042,unity_of_fields,unity_of_fields,2024-12-05 18:29:13,The work of a revolutionary in the imperial core is to build the same consensus for resistance in the belly of the beast.,Text,False,Not Available,None,[],[],88,https://t.me/unity_of_fields/1042,3091.0,4.0,No Replies
unity_of_fields,1041,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/1041,2523.0,3.0,No Replies
unity_of_fields,1040,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/1040,2640.0,3.0,No Replies
unity_of_fields,1039,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/1039,2791.0,3.0,No Replies
unity_of_fields,1038,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/1038,2210.0,3.0,No Replies
unity_of_fields,1037,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/1037,2274.0,3.0,No Replies
unity_of_fields,1036,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,"🚨 The Jenin Brigade [seized vehicles belonging to the treacherous Palestinian Authority](https://t.me/PalestineResist/70876) in the city of #Jenin.

The attached videos show the resistance fighters roam through the streets of Jenin and its camp, proudly displaying the banners of Saraya Al-Quds, Al-Aqsa Martyrs’ Brigades, and Al-Qassam Brigades on their vehicles. Their actions embody the true meaning of national unity, standing in sharp contrast to the betrayal of the treacherous
Palestinian Authority. (Media 1-5)

This comes after a series of betrayal and treachery acts committed by the treacherous Palestinian Authority where they arrested a resistance fighter, clashed with the brigade, and dismantled explosive devices planted by the resistance to confront IOF invasions. 

In response to the seizure, the treacherous Authority has stormed the city of Jenin, and its hospital. They deployed snipers on the hospital's rooftops and have abducted multiple Palestinians. (Media 6-8)

#FreeThemAll",MessageMediaDocument,True,PalestineResist,None,"['#Jenin.', '#FreeThemAll']",['https://t.me/PalestineResist/70876)'],0,https://t.me/unity_of_fields/1036,2168.0,3.0,No Replies
unity_of_fields,1035,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/1035,2160.0,3.0,No Replies
unity_of_fields,1034,unity_of_fields,unity_of_fields,2024-12-05 18:23:04,,MessageMediaDocument,True,PalestineResist,None,[],[],93,https://t.me/unity_of_fields/1034,2014.0,3.0,No Replies
unity_of_fields,1033,unity_of_fields,unity_of_fields,2024-12-05 18:22:39,"**Today, Mohammed Walid Ali of Nour Shams camp in ****#Tulkarem**** ascended to martyrdom a week after he was abducted by zionist forces in Nour Shams camp, becoming the 48th known prisoner to ascend to martyrdom since October 7th, 2023**. 

A Hamas member, he spent 20 years in zionist prisons and was released in December 2021, but this welcoming was attacked by the Palestinian Authority Security Forces, wounding several (media).

🟡 Al-Aqsa Martyrs' Brigades in Nour Shams camp [considered](https://t.me/PalestineResist/70848) that his martyrdom was a cowardly assassination after the most brutal forms of torture. They affirmed that, despite that Mohammed is a son of Hamas, that ""our resistance continues to offer leaders before soldiers, and our hands still strike across all fields.""

🟢 Hamas, mourning its son, noted that he was a ""prisoner leader,"" ascending due to severe torture. They promised that the occupation will pay the price for this crime and the crime of genocide, ""no matter how long it takes."" Finally, they called for urgent action to save the prisoners, who are all subjected to horrific abuses with cover from the zionist government. 

⬜️ The Ahrar Movement held the occupation fully responsible for Mohammed's martyrdom, ""martyred this evening in the basements of the occupation prisoners as a result of brutal torture and criminal abuse."" They added that the assassination reflects the extent of ""Nazi zionist criminality and the major violations against our brave prisoners."" Lastly, they called on institutions to meet their responsibilities to expose the zionist crimes against the prisoners.",MessageMediaDocument,True,RNN_Prisoners,None,[],['https://t.me/PalestineResist/70848)'],66,https://t.me/unity_of_fields/1033,2247.0,3.0,No Replies
unity_of_fields,1032,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1032,2234.0,32.0,No Replies
unity_of_fields,1031,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1031,2322.0,32.0,No Replies
unity_of_fields,1030,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1030,2354.0,32.0,No Replies
unity_of_fields,1029,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1029,2208.0,32.0,No Replies
unity_of_fields,1028,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1028,2231.0,32.0,No Replies
unity_of_fields,1027,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1027,2201.0,32.0,No Replies
unity_of_fields,1026,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1026,2188.0,33.0,No Replies
unity_of_fields,1025,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1025,2166.0,32.0,No Replies
unity_of_fields,1024,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,,MessageMediaPhoto,True,artistsagainstzionism,None,[],[],0,https://t.me/unity_of_fields/1024,2097.0,33.0,No Replies
unity_of_fields,1023,unity_of_fields,unity_of_fields,2024-12-05 18:22:24,"“The Syrian Revolution” Was a Lie: How the CIA, the West, and Their Regional Puppets Orchestrated a Regime Change Operation in Syria

collaboration with @bxantiwar",MessageMediaPhoto,True,artistsagainstzionism,None,[],[],104,https://t.me/unity_of_fields/1023,2096.0,33.0,No Replies
unity_of_fields,1022,unity_of_fields,unity_of_fields,2024-12-03 20:33:06,"https://www.reuters.com/world/us-uae-discussed-lifting-assad-sanctions-exchange-break-with-iran-sources-say-2024-12-02/

What we're seeing now is WWIII--grand chessboard imperial redivision of the world system. But the imperialist powers do not have enough support at home for full mobilization, so they must do it through proxies, sanctions, and with stand off weapons. The Lebanon ceasefire didn't end anything, which was obvious from the beginning. The US with its allies (israel, turkkkey, NATO, arab states) is engaged in a push to win all objectives now in Europe and the Middle East. Lebanon/Hezbollah/Syria/Iraq/Yemen/Palestine will never be at peace until israel and amerikan imperialism are defeated. A ceasefire is only a pause. But not even that. The imperialists will calm down one field (Lebanon), but then attack another (Syria). The imperialists pretend to be acting independently but are in fact highly coordinated. Resistance forces that don't understand this and act accordingly will get tricked into diplomacy and half measures. They will get badly hurt, possibly defeated.

Still, there remains a lot of strategic depth and strength in the Axis of Resistance. In this context, popping off an event on the scale of the George Floyd uprising in the US/imperial core would be a MAJOR contribution to the AoF and anti-imperialist forces globally. ✊",Text,False,Not Available,None,[],['https://www.reuters.com/world/us-uae-discussed-lifting-assad-sanctions-exchange-break-with-iran-sources-say-2024-12-02/'],128,https://t.me/unity_of_fields/1022,2441.0,9.0,No Replies
unity_of_fields,1021,unity_of_fields,unity_of_fields,2024-12-03 19:06:20,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1021,2845.0,7.0,No Replies
unity_of_fields,1020,unity_of_fields,unity_of_fields,2024-12-03 19:06:20,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1020,2887.0,7.0,No Replies
unity_of_fields,1019,unity_of_fields,unity_of_fields,2024-12-03 19:06:20,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1019,2716.0,7.0,No Replies
unity_of_fields,1018,unity_of_fields,unity_of_fields,2024-12-03 19:06:20,"**26 November 2024**

**An update from Calla Walsh forwarded from the Merrimack 4 support team**",MessageMediaPhoto,False,Not Available,None,[],[],80,https://t.me/unity_of_fields/1018,2697.0,7.0,No Replies
unity_of_fields,1017,unity_of_fields,unity_of_fields,2024-12-03 19:03:07,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1017,1951.0,4.0,No Replies
unity_of_fields,1016,unity_of_fields,unity_of_fields,2024-12-03 19:03:06,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1016,2141.0,4.0,No Replies
unity_of_fields,1015,unity_of_fields,unity_of_fields,2024-12-03 19:03:06,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1015,2137.0,4.0,No Replies
unity_of_fields,1014,unity_of_fields,unity_of_fields,2024-12-03 19:03:06,"**2/2**

**Update From the Merrimack 4 Support Team - 27 November 2024**",MessageMediaPhoto,False,Not Available,None,[],[],65,https://t.me/unity_of_fields/1014,2083.0,4.0,No Replies
unity_of_fields,1013,unity_of_fields,unity_of_fields,2024-12-03 19:00:50,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1013,1827.0,3.0,No Replies
unity_of_fields,1012,unity_of_fields,unity_of_fields,2024-12-03 19:00:50,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1012,1918.0,3.0,No Replies
unity_of_fields,1011,unity_of_fields,unity_of_fields,2024-12-03 19:00:50,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1011,1848.0,3.0,No Replies
unity_of_fields,1010,unity_of_fields,unity_of_fields,2024-12-03 19:00:50,"**1/2** 

**Update From the Merrimack 4 Support Team - 27 November 2024**

[Note: the attached images are a statement from Paige Belanger, one of the Merrimack 4, originally written for the SLC encampment but everyone should read this.]

**It is impossible to stop an idea that’s time has come. **🔻",MessageMediaPhoto,False,Not Available,None,[],[],75,https://t.me/unity_of_fields/1010,1785.0,3.0,No Replies
unity_of_fields,1009,unity_of_fields,unity_of_fields,2024-12-03 18:27:21,"**Highlights From the Sarah Lawrence College Occupation and Encampment** **(disbanded) **🔻🏢🔻

**November 25 2024 - Anonymous Submission**

Radical literature at the Sarah Lawrence College encampment..a couple of pieces published by UoF, the RAF classic -> The Urban Guerilla Concept and Yahya Sinwar stickers from Third World Solidarity Front. Swoop some propaganda up if you’re at the camp!",MessageMediaPhoto,False,Not Available,None,[],[],82,https://t.me/unity_of_fields/1009,1802.0,2.0,No Replies
unity_of_fields,1008,unity_of_fields,unity_of_fields,2024-12-03 18:26:01,"**Highlights From the Sarah Lawrence College Occupation and Encampment** **(disbanded) **🔻🏢🔻

**November 25 2024 - Anonymous Submission**

Views from the Sarah Lawrence College encampment. Actionists are holding strong despite the cold weather. KEEP PUSHING! DON'T BACK DOWN!",MessageMediaPhoto,False,Not Available,None,[],[],96,https://t.me/unity_of_fields/1008,1775.0,1.0,No Replies
unity_of_fields,1007,unity_of_fields,unity_of_fields,2024-12-03 18:24:24,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1007,1859.0,3.0,No Replies
unity_of_fields,1006,unity_of_fields,unity_of_fields,2024-12-03 18:24:24,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1006,1950.0,3.0,No Replies
unity_of_fields,1005,unity_of_fields,unity_of_fields,2024-12-03 18:24:24,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1005,1905.0,3.0,No Replies
unity_of_fields,1004,unity_of_fields,unity_of_fields,2024-12-03 18:24:24,"**Highlights From the Sarah Lawrence College Occupation and Encampment** **(disbanded) **🔻🏢🔻

**November 21 2024 - Anonymous Submission**

WESTLANDS IS LIBERATED! 

Join Actionists on the south lawn of Sarah Lawrence College today! Defend the barricades until demands are met! DISCLOSE! DIVEST! 🔻🚨",MessageMediaPhoto,False,Not Available,None,[],[],90,https://t.me/unity_of_fields/1004,1869.0,3.0,No Replies
unity_of_fields,1003,unity_of_fields,unity_of_fields,2024-12-02 20:04:58,,MessageMediaDocument,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/1003,2300.0,7.0,No Replies
unity_of_fields,1002,unity_of_fields,unity_of_fields,2024-12-02 20:04:58,"🔻 **THE SARAH LAWRENCE COLLEGE ENTRY IN THE TAKE A BUILDING CHALLENGE** 🔻

**21 November 2024 - Anonymous Submission**

Actionists have taken a building at Sarah Lawrence college and barricaded themselves inside, in protest of the U.S.-zionist genocide in Palestine and Lebanon. They will not leave until demands are met. Stay tuned for live updates 🔻",MessageMediaDocument,False,Not Available,None,[],[],142,https://t.me/unity_of_fields/1002,2333.0,7.0,No Replies
unity_of_fields,1001,unity_of_fields,unity_of_fields,2024-12-02 19:49:34,"1/2

**Direct Action Against US Warship in Malaysia**

**27 November 2024 – Anonymous Submission**

anonymous communique from actionists in the asia-pacific region. 

a group of anonymous actionists targeted port klang, malaysia with anti-genocide graffiti for hosting the uss abraham lincoln on malaysian shores in solidarity with the palestinian and yemeni armed popular cradle of resistance against the us-backed genocidal regional war. the uss abraham lincoln is a us navy warship which was used to defend the zionist entity against the resistance in yemen and iran, targeting the yemeni people with massacres and airstrikes.",MessageMediaPhoto,False,Not Available,None,[],[],88,https://t.me/unity_of_fields/1001,2146.0,6.0,No Replies
unity_of_fields,998,unity_of_fields,unity_of_fields,2024-12-02 19:44:02,"**2/2**

from gaza to klang, we reject the exploitation and desecration of our sacred land and sea as a staging ground for western imperialist war crimes. the bourgeois neocolonial malaysian ruling class only rhetorically supports the palestinian resistance at the international stage while continuing to be a stooge for american imperialists. we reject the feudal malaysian culture which prioritises piety to the status quo and performative displays of solidarity over directly confronting the apparatus of state and empire. 

we are calling on actionists within the imperial belly of the beast to support the struggle of and promote global acts of escalation by actionists in the global south, who are engaged in dual struggles against our oppressive reactionary regimes, the politically passive and non-confrontational mindset of our polite post-colonial society as well as military forces who continue to colonise our bodies, lands, and seas for their imperialist interests.

solidarity from malaysia.

to be shared widely.",Text,False,Not Available,None,[],[],78,https://t.me/unity_of_fields/998,1761.0,2.0,No Replies
unity_of_fields,997,unity_of_fields,unity_of_fields,2024-12-02 19:38:41,"**Home Of Ghost Robotics CEO Flooded**

**28 November 2024 – Anonymous Submission**

Early thankstaking morning* we flooded the home that Ghost Robotics CEO Gavin Kenneally is trying to sell. He used to live there but seems to have moved out after the home started getting attacked. In July his home was tagged and in October it was tagged again and windows were broken. To create more lasting damage we ran a hose from a wall faucet through a small hole we punched into a glass door and turned the water on. Ghost Robotics develops robot dogs that are used in occupied Palestine and at the US/Mexico border. We took the fox we saw slipping under a fence as a good omen and hope the water kept running all night.

Let us each be a small drop in a liberating flood that drowns all authority!

-some anarchists

*November 28th",Text,False,Not Available,None,[],[],117,https://t.me/unity_of_fields/997,1703.0,8.0,No Replies
unity_of_fields,996,unity_of_fields,unity_of_fields,2024-12-02 19:33:11,"**1/2** **CITIBANK WHEATPASTE AND PAINT ACTION**

**29 November 2024 – Anonymous Submission**

citibank profits off of genocide! boycott citibank! escalate for palestine!

on the eve of “thanksgiving”, autonomous people of conscience targeted citibanks in “manhattan’s” upper east side, heeding the call for global escalations over the “holiday” weekend. we must escalate for palestine! we must take consistent, sustained, direct action against every institution that serves zionist interests!

“our purpose now is to make this murder too expensive.” voice over collectivized from @[afeefness](https://www.instagram.com/reel/DAeQ0vXpvdH/)",MessageMediaDocument,False,Not Available,None,[],['https://www.instagram.com/reel/DAeQ0vXpvdH/)'],72,https://t.me/unity_of_fields/996,2091.0,3.0,No Replies
unity_of_fields,995,unity_of_fields,unity_of_fields,2024-12-02 19:32:20,"2/2 

transcript from voice over: In the long arc of the ancient people who inhabit this area, empires fall when their murderous behavior becomes too expensive. Our purpose now is to make this murder too expensive. Resistance is born in grief. Resistance is organized in tragedy. Resistance is bigger than this moment and this day. But it IS what becomes of us in the hardest hour. Resistance is not one man, one group or one plan. It is the energy conjured by all of us irrespective of our backgrounds, our nations, or our cause. The binary of hyperconsumeristic colonialism versus the humanitarian majority has been carved out clearly. Resistance is in how we experience trauma and tragedy and get up and demand freedom from tyranny more loudly than we did before. “You are not defeated as long as you are resisting.”",Text,False,Not Available,None,[],[],56,https://t.me/unity_of_fields/995,2329.0,1.0,No Replies
unity_of_fields,990,unity_of_fields,unity_of_fields,2024-11-22 21:11:27,"**Scenes From The Atlanta Forest Website Is Offline**

**22 November 2024** – Submission from the Scenes From the Atlanta Forest Admins

—–BEGIN PGP SIGNED MESSAGE—–
Hash: SHA512

This is our last canary, you can find our pgp key on our canary page at https://web.archive.org/web/https://scenes.noblogs.org/submissions/promise/

As of 11/22/2024(MM/DD/YYYY), no-one working on this project, nor the project itself has ever received a National Security Letter, an order under the Foreign Intelligence Surveillance Act, has been contacted by law enforcement, contacted by any government entity, has been served a subpoena for a Grand Jury related to this project, or any other classified request for user information. If we ever receive such a request, we would seek to let the public know.

This project has come to a close.
The noblogs team Autistici/Inventati decided to shut down this blog shortly following the republication of the Heritage Foundation dox from [againstbeltwayfascism.noblogs.org](http://againstbeltwayfascism.noblogs.org/) and after the dox of the Elbit Systems of America. This blog hosted a great deal of antagonistic content over the years, and we are thankful to the Autistici/Inventati team for allowing a majority of the content to remain up for so long. They undoubtedly tolerated a great deal of resistance – we trust that their decision to shut down the blog did not come lightly.

The addresses published in the aforementioned two doxxes are still easily available on https://web.archive.org/web/sceneshosting.blackblogs.org 

and 

https://web.archive.org/web/20240815105347/https://againstbeltwayfascism.noblogs.org/the-fascists-of-the-heritage-foundation/

https://web.archive.org/web/20240815105347/https://againstbeltwayfascism.noblogs.org/heritage-staff-listed-as-contributors/

and a significant archive of the rest of the blog is hosted at 

https://web.archive.org/web/https://scenes.noblogs.org/

This site served as a nexus for anonymous publication, a space for engaging in dialogue with other rebels, and a place to spread complicity and proliferate autonomous activitiy.
Please keep those who are languishing in jails for accusations related to this movement in your hearts- better yet, send them letters.

Continue fighting for the end of RICO charges.

Never forget Tortuguita, a hero whose bravery cannot be understated.

Continue fighting for a world without markets, hierarchy, and fascism.

For a time, the struggle in the atlanta forest was one of the powerful torches that carried the flames of antagonstic anarchist destruction. We hold our actions in this struggle proudly, and hope you do as well.

We will never forget the weelaunee forest, we will never forgive those that perpetrated its destruction.

!Viva Tortuguita! Nothing is Finished Everything Continues

scenes admins
—–BEGIN PGP SIGNATURE—– iQGTBAEBCgB9FiEEye3UHgdFB9vHpQREftNimp5uyt0FAmdAMMtfFIAAAAAALgAo aXNzdWVyLWZwckBub3RhdGlvbnMub3BlbnBncC5maWZ0aGhvcnNlbWFuLm5ldEM5 RURENDFFMDc0NTA3REJDN0E1MDQ0NDdFRDM2MjlBOUU2RUNBREQACgkQftNimp5u yt0hCQgAvAWlLGionFeR6qRx1bMkI7NMcWLAaGR02WVztYZYNdUDHn4x36fHv7ZL KXCQhc5wO6D2HqwMXdC2QEegVNot8T6h7EJNSZ7dx85LRV6wXWa1QE3zcOasvLLm glzpnvmWw9uFnZRMeNXsAuaJPNf8tNBpYaYlPgpNQ6SmUda+wAxHyAw8w6lkxN/3 FpPJ9FdDeIcGB2R6IGCTuGTVCe7FncnL68thh8lio4+Z9Mg64ZDqNLbyNrMsHmHI Jh84wUXr5Sj1ebU9G6R60yOaB1HTlX9tORRZFn10sPNtq0PLZN5vYwdsMK6oAcFQ VBBi/jmUyEAGw/KLKcNhF2GuYT3iTA== =8YKJ —–END PGP SIGNATURE—–",Text,False,Not Available,None,[],"['https://web.archive.org/web/https://scenes.noblogs.org/submissions/promise/', 'http://againstbeltwayfascism.noblogs.org/)', 'https://web.archive.org/web/sceneshosting.blackblogs.org', 'https://web.archive.org/web/20240815105347/https://againstbeltwayfascism.noblogs.org/the-fascists-of-the-heritage-foundation/', 'https://web.archive.org/web/20240815105347/https://againstbeltwayfascism.noblogs.org/heritage-staff-listed-as-contributors/', 'https://web.archive.org/web/https://scenes.noblogs.org/']",100,https://t.me/unity_of_fields/990,3965.0,16.0,No Replies
unity_of_fields,988,unity_of_fields,unity_of_fields,2024-11-22 21:00:05,"**The Freedom to Resist: Censorship and the Movement in the Imperial Core**, an [article](http://unityoffields.org/censorship) by Unity of Fields

**For those who resist the freedom to speak is not a privilege granted by a ruling class of slaveowners and genocidaires**. For us, there is only censorship and opprobrium from our class enemy, its state, and its settler lynch mobs. For us, the freedom to speak must be fought for, defended, and propagated in spite of the political violence imposed upon our movement - a movement for life and liberation from the death drive of imperialist world domination. In this way, **freedom of speech is better understood as the freedom to resist, a freedom that is not granted to us, but which we create in defiance of ruling class repression**. 

In the face of all this repression, at all costs we must continue to communicate, and we must do this while simultaneously increasing the reach of our ideas and **developing increasingly resilient systems and networks to avoid censorship**. This is in line with the common admonition to “keep talking about Palestine.” Our refusal to be silent about the Zionist genocide against the Palestinian people is what accounts for the longevity of the movement in the US thus far. But it is insufficient. **Going forward, not only must we talk about Palestine, we must also talk about imperialism, resistance and revolution**. In so doing, our resistance will grow stronger, but so too will the repression of the ruling class.

Read the full piece: **unityoffields.org/censorship**",MessageMediaPhoto,True,unity_of_fields,None,[],['http://unityoffields.org/censorship)'],94,https://t.me/unity_of_fields/988,2707.0,12.0,No Replies
unity_of_fields,987,unity_of_fields,unity_of_fields,2024-11-22 20:57:39,,MessageMediaDocument,True,RNN_Prisoners,None,[],[],0,https://t.me/unity_of_fields/987,2182.0,8.0,No Replies
unity_of_fields,986,unity_of_fields,unity_of_fields,2024-11-22 20:57:39,,MessageMediaDocument,True,RNN_Prisoners,None,[],[],0,https://t.me/unity_of_fields/986,2373.0,8.0,No Replies
unity_of_fields,985,unity_of_fields,unity_of_fields,2024-11-22 20:57:39,,MessageMediaDocument,True,RNN_Prisoners,None,[],[],0,https://t.me/unity_of_fields/985,2247.0,8.0,No Replies
